,link,fsa,name,price,size,image_url,brand,special_feature,item_dimension,product_benefit,special_use,item_weight,reviews,rating,5 star,4 star,3 star,2 star,1 star,discontinued,product_dimension,model_number,first_date,manufacturer,asin,origin_country,ingredients,cat
488,https://www.amazon.com/Boericke-Tafel-Allergiemittel-Alleraide-Homeopathic/dp/B08LLQ14VQ/ref=sr_1_578?c=ts&keywords=Allergy+Medicine&qid=1699385383&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-578&ts_id=3760991,,"Boericke & Tafel B&t Allergiemittel Alleraide Relief Homeopathic, 40 Count(nature's Way Brands), 40 Count (Pack of 36)",85.51,,https://m.media-amazon.com/images/I/81-iXwc+bsL._AC_UL320_.jpg,Boericke & Tafel,No Animals,0.75 x 3.88 x 3.44 inches,Allergy Control,,0.06 Pounds,0,,0%,0%,0%,0%,0%,,0.75 x 3.88 x 3.44 inches; 0.96 Ounces,21812590,4-Jun-02,AmazonUs/ENZF7,B08LLQ14VQ,Mexico,"Active ingredient (199.40 mg in each tablet) Purpose; Cardiospermum halicacabum 3X Galphimia glauca 3X, Luffa operculata 4X Temporary relief of allergy symptoms; Cellulose; Lactose Monohydrate; Magnesium Stearate",alg
489,https://www.amazon.com/Camber-Consumer-Care-Cetirizine-Antihistamine/dp/B07QFZVKHN/ref=sr_1_558?c=ts&keywords=Allergy+Medicine&qid=1699385259&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-558&ts_id=3760991,,"Camber Consumer Care Allergy Relief Cetirizine HCI Tablets | All-Day Allergy Relief for Sneezing, Itchy Eyes, Watery Eyes, Itchy Throat | 100 Tablets, 10mg of Powerful Antihistamine",5.99,100 Count (Pack of 1),https://m.media-amazon.com/images/I/718VHsFkGcL._AC_UL320_.jpg,CAMBER,Clinically Proven,1.8 x 1.8 x 3.5 inches,Allergy Control,,0.1 Milligrams,217,4.6,78%,11%,5%,2%,3%,,,,9-Apr-19,CAMBER,B07QFZVKHN,,CETIRIZINE,alg
490,https://www.amazon.com/Anti-allergy-Antihistamine-Chlorpheniramine-Chlor-trimeton-Chlor-Trimeton/dp/B01N6G9S2K/ref=sr_1_575?c=ts&keywords=Allergy+Medicine&qid=1699385383&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-575&ts_id=3760991,,Major Chlorpheniramine Maleate 4 mg - 100 Tablets (Chlor-Trimeton) - 6 Pack,9.99,,https://m.media-amazon.com/images/I/611cj5WySkL._AC_UL320_.jpg,Chlor-Trimeton,,,"Relieves sneezing, runny nose, itchy, watery eyes, itchy throat due to hay fever or upper respiratory allergiesRelieves sneezing, runny nose, itchy, watery eyes, itchy throat due to hay fever or upper respiratory allergies",Allergy,,7,4.5,76%,0%,24%,0%,0%,,,,14-Jan-17,Major Pharmaceuticals,B01N6G9S2K,,Chlorpheniramine Maleate 4 mg - Antihistamine,alg
491,https://www.amazon.com/Camber-Consumer-Care-Levocetirizine-Dihydrochloride/dp/B08PDPWWGL/ref=sr_1_556?c=ts&keywords=Allergy+Medicine&qid=1699385259&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-556&ts_id=3760991,,"Camber Consumer Care Levocetirizine Dihydrochloride 5mg Antihistamine Tablets, Compare to Xyzal Active Ingredient, Allergy Relief Medicine (80 Count)",14.81,80 Count (Pack of 1),https://m.media-amazon.com/images/I/91Wtp3zx17L._AC_UL320_.jpg,Camber Consumer Care,,,,Allergy,,96,4.5,78%,10%,3%,0%,8%,,,,1-Dec-20,Camber Consumer Care,B08PDPWWGL,,,alg
492,https://www.amazon.com/Urban-ReLeaf-Himalayan-Aromatherapy-Inhalers/dp/B0C3WQH7CW/ref=sr_1_560?c=ts&keywords=Allergy+Medicine&qid=1699385383&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-560&ts_id=3760991,,"Urban ReLeaf Pure Pink Salt Himalayan Aromatherapy Nasal Inhalers - Set of 2, No Scent. 100% Natural Breathe Fresh Solution! Easy Open Snap Top. Made in USA. No Mess. Pocket Size.",15.25,,https://m.media-amazon.com/images/I/71Qrk3Gi5JL._AC_UL320_.jpg,Urban ReLeaf,Long Lasting,2.75 x 2 x 1 inches,Aromatherapy,,,0,,0%,0%,0%,0%,0%,,2.75 x 2 x 1 inches; 1.13 Ounces,URPS-2,28-Apr-20,Urban ReLeaf,B0C3WQH7CW,,Pure Pink Himalayan Salt,alg
493,https://www.amazon.com/Cetrizine-Tablets-Indoor-Outdoor-Allergy/dp/B08WWWRXSD/ref=sr_1_562?c=ts&keywords=Allergy+Medicine&qid=1699385383&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-562&ts_id=3760991,,"Major Cetrizine HCL Tablets, All Day Indoor and Outdoor Allergy Relief, 300 Count",18.49,,https://m.media-amazon.com/images/I/31BENmjit2L._AC_UL320_.jpg,Generic,,,Allergy Control,Allergy,,0,,0%,0%,0%,0%,0%,,,,25-Sep-21,Generic,B08WWWRXSD,,,alg
494,https://www.amazon.com/Flonase-Allergy-Tissues-Headache-Caplets/dp/B0C2ZWB2BK/ref=sr_1_557?c=ts&keywords=Allergy+Medicine&qid=1699385259&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-557&ts_id=3760991,,"Flonase Allergy Relief Nasal Spray with Bonus Pack of Tissues Headache and Allergy Relief Caplets Bundle - 144 Sprays, 48 Caplets",36.86,,https://m.media-amazon.com/images/I/71SEpd-t4ML._AC_UL320_.jpg,Flonase,Fast_acting,,Allergy Control,Pain Relief,,2,3.5,0%,52%,48%,0%,0%,,,,19-Apr-23,,B0C2ZWB2BK,,,alg
495,https://www.amazon.com/Hylands-Seasonal-Allergy-Tablets-Servings/dp/B09SQJ2XL5/ref=sr_1_551?c=ts&keywords=Allergy+Medicine&qid=1699385259&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-551&ts_id=3760991,,"Hyland’s Seasonal Allergy Relief Tablets, 60 Servings (Pack of 24, 1440 Count Total)",144.48,,https://m.media-amazon.com/images/I/61tkBwTZTCS._AC_UL320_.jpg,Hyland's,,,,,,0,,0%,0%,0%,0%,0%,,,,8-May-22,"Hyland's, Inc.",B09SQJ2XL5,USA,,alg
496,https://www.amazon.com/Diphenhydramine-Capsules-Compare-BENADRYL-Allergy/dp/B0BWSRBL9D/ref=sr_1_552?c=ts&keywords=Allergy+Medicine&qid=1699385259&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-552&ts_id=3760991,,"Diphenhydramine 50 MG 1000 Capsules, Antihistamine Capsules, Compare to BENADRYL, Used for Allergy Relief, Cough, and Cold | Sleep Aid for Adults | Made in USA",26.99,,https://m.media-amazon.com/images/I/511DzgLNXcL._AC_UL320_.jpg,Generic,,,Sleep Aid,"Allergy, Cough",,32,4.6,80%,11%,4%,0%,5%,,,,25-Feb-23,Labs,B0BWSRBL9D,,,alg
497,https://www.amazon.com/BETR-REMEDIES-Allergy-Relief-Bundle/dp/B0C6S1QSWG/ref=sr_1_566?c=ts&keywords=Allergy+Medicine&qid=1699385383&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-566&ts_id=3760991,,"BETR REMEDIES Allergy Relief Bundle - Allergy Relief Medicine + Chest Decongestant - Max Strength Expectorant & Diphenhydramine for Sneezing, Runny Nose, Itchy & Watery Eyes - 2 Packs",14.62,,https://m.media-amazon.com/images/I/618s-0MVnXL._AC_UL320_.jpg,BETR REMEDIES,,,"Allergy Relief,Decongestant",,,0,,0%,0%,0%,0%,0%,,,,31-May-23,,B0C6S1QSWG,,,alg
498,https://www.amazon.com/Flonase-Sensimist-Allergy-Relief-Spray/dp/B074NBRDXL/ref=sr_1_572?c=ts&keywords=Allergy+Medicine&qid=1699385383&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-572&ts_id=3760991,,"Flonase Sensimist Allergy Relief Spray - 0.54 oz, Pack of 3",54.99,0.54 Fl Oz (Pack of 3),https://m.media-amazon.com/images/I/713SlzSNztL._AC_UL320_.jpg,Flonase,Non Drowsy,,Allergy Control,Allergy,,98,4.4,78%,6%,2%,4%,10%,,,,8-Aug-17,GlaxoSmithkline,B074NBRDXL,,,alg
499,https://www.amazon.com/Childrens-Claritin-Astepro-Powerful-Medication/dp/B0BCFG2W3H/ref=sr_1_571?c=ts&keywords=Allergy+Medicine&qid=1699385383&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-571&ts_id=3760991,,"Astepro Children's Claritin Powerful 24hr Kids Allergy Medicine Bundle, Children's Allergy Nasal Spray 60 Sprays Plus Children's Syrup 8z Grape Flavor, Allergy Medication for Kids",36.95,,https://m.media-amazon.com/images/I/71xnv5KAe8L._AC_UL320_.jpg,Astepro,Non Drowsy,,,Allergy,,0,,0%,0%,0%,0%,0%,,,,30-Aug-22,,B0BCFG2W3H,,,alg
500,https://www.amazon.com/O2-Filtration-Technology-Protection-Pollution/dp/B07S35RP9T/ref=sr_1_573?c=ts&keywords=Allergy+Medicine&qid=1699385383&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-573&ts_id=3760991,,O2 Nasal Dilators with 3M Filtration Technology | Pack of 3 | Allergy Relief | Extra Small,4.99,,https://m.media-amazon.com/images/I/61r2ZYeXFuL._AC_UL320_.jpg,,,,,,,11,3.4,27%,23%,23%,12%,14%,,,,13-Mar-20,Protego,B07S35RP9T,,,alg
501,https://www.amazon.com/Zyrtec-Tablets-10-120-Count/dp/B08CBMB82C/ref=sr_1_457?c=ts&keywords=Allergy+Medicine&qid=1699384732&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-457&ts_id=3760991,FSA or HSA eligible,"Zyrtec Tablets, 10 Mg (120 Count)",42.98,120 Piece Set,https://m.media-amazon.com/images/I/71PvOcPLKJL._AC_UL320_.jpg,Zyrtec,,,Allergy Control,"Allergy, Fever",0.07 Kilograms,549,4.9,91%,7%,1%,1%,1%,,,,12-Mar-22,Zyrtec,B08CBMB82C,,,alg
502,https://www.amazon.com/Allergy-Relief-Herbal-Oomi-Organics/dp/B08C2674H2/ref=sr_1_451?c=ts&keywords=Allergy+Medicine&qid=1699384732&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-451&ts_id=3760991,,Oomi Baby & Kids Natural Allergy Relief & Sinus Relief Herbal Tea USDA Organic - 30 Servings,14.99,15 Count (Pack of 1),https://m.media-amazon.com/images/I/71eXIj0v44L._AC_UL320_.jpg,Oomi,,2.7 x 2.7 x 6.4 inches,Allergy Control,Allergy,,30,3.9,45%,22%,19%,10%,4%,,2.7 x 2.7 x 6.4 inches; 4.16 Ounces,,20-Feb-21,Oomi,B08C2674H2,,"Organic Elderberries, Hibiscus, Nettle Leaf & Astralagus Root",alg
503,https://www.amazon.com/Primary-Health-Olopatadine-Hydrochloride-Opthalmic/dp/B08FRJJMTN/ref=sr_1_477?c=ts&keywords=Allergy+Medicine&qid=1699384907&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-477&ts_id=3760991,,"Primary Health Olopatadine Hydrochloride Opthalmic Solution USP 0.1 Ounce, Clear, 0.17 Fl Oz",8.35,0.17 Fl Oz (Pack of 1),https://m.media-amazon.com/images/I/71aJSEsotSL._AC_UL320_.jpg,Primary Health,Fast Acting,1.75 x 1.25 x 3.25 inches,Allergy Control,Allergy,,235,4.6,77%,12%,6%,1%,4%,,1.75 x 1.25 x 3.25 inches; 0.32 Ounces,,1-Oct-20,AmazonUs/B59PH,B08FRJJMTN,India,,alg
504,https://www.amazon.com/Boiron-Mellifica-Homeopathic-Medicine-Insect/dp/B000FJ1CF8/ref=sr_1_586?c=ts&keywords=Allergy+Medicine&qid=1699385508&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-586&ts_id=3760991,,"Boiron Apis Mellifica, 30C,Homeopathic Medicine Insect Bites",9.99,,https://m.media-amazon.com/images/I/71zv-rcm89L._AC_UL320_.jpg,,,,,,,22,4.7,75%,19%,6%,0%,0%,No,0.62 x 0.62 x 2.64 inches; 15.2 Ounces,3.0696E+11,1-Jan-99,Boiron,B000FJ1CF8,,Apis mellifica 3X to 30X - 3C to 30C HPUS,alg
505,https://www.amazon.com/Astepro-Childrens-Claritin-chewables-Medication/dp/B0BHFBJT7Z/ref=sr_1_574?c=ts&keywords=Allergy+Medicine&qid=1699385383&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-574&ts_id=3760991,,"Astepro Children's Claritin Powerful 24hr Kids Allergy Medicine Bundle, Children's Allergy Nasal Spray 60 Sprays + Children's Claritin chewables 40ct, Allergy Medication for Kids",50.94,,https://m.media-amazon.com/images/I/71bTanFTZvL._AC_UL320_.jpg,Astepro,Non Drowsy,,Allergy Control,Allergy,,0,,0%,0%,0%,0%,0%,,,,5-Oct-22,,B0BHFBJT7Z,,,alg
506,https://www.amazon.com/RUG-Chlorpheniramine-Maleate-Tablets-Pack/dp/B00JU8N0SC/ref=sr_1_576?c=ts&keywords=Allergy+Medicine&qid=1699385383&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-576&ts_id=3760991,,"RUG Chlorpheniramine Maleate 4 Mg, 100 Tablets (6 Pack)",12.36,Unflavored,https://m.media-amazon.com/images/I/41WhPAM23EL._AC_UL320_.jpg,RUGBY LABORATORIES,,,,,,53,4.5,70%,12%,12%,6%,0%,No,,,21-Apr-14,Rugby,B00JU8N0SC,,"Active ingredient: Chlorpheniramine maleate 4 mg; Inactive ingredients: corn starch, D&C yellow #10 aluminum lake, lactose anhydrous, magnesium stearate, microcrystalline cellulose",alg
507,https://www.amazon.com/Primary-Health-Olopatadine-Hydrochloride-Opthalmic/dp/B08FRJ48X4/ref=sr_1_454?c=ts&keywords=Allergy+Medicine&qid=1699384732&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-454&ts_id=3760991,,"Primary Health Olopatadine Hydrochloride Opthalmic Solution, USP 0.2%, 085 Fl Ounce, Clear",9.21,0.08 Fl Oz (Pack of 1),https://m.media-amazon.com/images/I/71PN4hbpHyL._AC_UL320_.jpg,Primary Health,,1.75 x 1.25 x 3.25 inches,Itch Control,Allergy,,162,4.6,79%,11%,5%,3%,2%,,1.75 x 1.25 x 3.25 inches; 0.32 Ounces,,1-Oct-20,AmazonUs/B59PH,B08FRJ48X4,India,,alg
508,https://www.amazon.com/SinuSonic-Natural-Congestion-Relief/dp/B07VQVQRL7/ref=sr_1_561?c=ts&keywords=Allergy+Medicine&qid=1699385383&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-561&ts_id=3760991,FSA or HSA eligible,"SinuSonic Nasal Congestion Relief Device, 6-Month Life Cycle — Clinically Proven for Sinus Pressure Relief with Acoustic Vibration & Light Pressure — Nasal Decongestant for Allergies & Stuffy Nose",64.95,1 Count (Pack of 1),https://m.media-amazon.com/images/I/71kNz9I62fL._AC_UL320_.jpg,SinuSonic,,,,Allergy,0.26 Kilograms,805,3.1,35%,11%,13%,10%,31%,,,,25-Jul-19,SinuSonic,B07VQVQRL7,,,alg
509,https://www.amazon.com/AllerPhase-All-Natural-Seasonal-Respiratory-Discomfort/dp/B003E856ZO/ref=sr_1_579?c=ts&keywords=Allergy+Medicine&qid=1699385383&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-579&ts_id=3760991,,"AllerPhase Natural Herbal Sinus and Lung Relief Supplement for Seasonal Respiratory Discomfort Caused by Pollens, Dust, and Dander (60 Vegetarian Capsules)",69.95,Adult,https://m.media-amazon.com/images/I/71jdLqzVLgL._AC_UL320_.jpg,Tango,,,,,,133,4.3,66%,16%,9%,4%,5%,No,,,18-Oct-05,Tango Advanced Nutrition,B003E856ZO,USA,"Proprietary Blend 300mg: Centipeda (Herba Centipeda/Shi Hu Sui), Xanthium fruit (Fructus Xanthii/Cang Er Zi), Schizonepeta stem and bud (Herba seu Flos Schizonepeta Tenuifoliae/Jing Jie), Angelica dahurica root (Radix Angelicae/Bai Zhi), Pseudostellaria root (Radix Pseudostellaria Heterophylla/ Tai Zi Shen), Fritillaria bulb (Bulbus Fritillaria Cirrhosae/Chuan Bei Mu), Paeonia root (Radix Paeoniae Lactiflorae/Bai Shao), Platycodon root (Radix Platycodon Grandiflori/Jie Geng), Licorice root (Radix Glycyrrhizae Uralensis/Gan Cao)",alg
510,https://www.amazon.com/Hylands-Supplement-Anxiousness-Nervousness-Irritability/dp/B0C23MWKCW/ref=sr_1_580?c=ts&keywords=Allergy+Medicine&qid=1699385508&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-580&ts_id=3760991,,"Bundle of Hyland's Naturals Indoor & Outdoor, Non Drowsy Seasonal Allergy Relief Pills 60 CT + Calm Tablets, Stress Relief Supplement, Natural Relief of Anxiousness, Nervousness, & Irritability 50 CT",19.80,,https://m.media-amazon.com/images/I/61E6zuRVegL._AC_UL320_.jpg,Hyland's,Non-Drowsy,,"Allergy Relief,Stress Relief",Allergy,,0,,0%,0%,0%,0%,0%,,,,11-Apr-23,,B0C23MWKCW,,,alg
511,https://www.amazon.com/Sinol-m-Allergy-Sinus-Nasal-Spray/dp/B00OAA48PO/ref=sr_1_563?c=ts&keywords=Allergy+Medicine&qid=1699385383&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-563&ts_id=3760991,,"Sinol-m Allergy Sinus Spray, Size: 15 Ml (Set of 2)",20.18,0.51 Fl Oz (Pack of 2),https://m.media-amazon.com/images/I/71v3y++0u2L._AC_UL320_.jpg,Sinol,,,Sinus Control,Allergy,,0,,0%,0%,0%,0%,0%,No,,,11-Jul-16,Sinol,B00OAA48PO,,,alg
512,https://www.amazon.com/Loratadine-Anthistamine-Major-Allergy-Tablets/dp/B005W4N77W/ref=sr_1_583?c=ts&keywords=Allergy+Medicine&qid=1699385508&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-583&ts_id=3760991,,Loratadine 10mg Anthistamine Major Allergy Tablets 3 Boxes 30 Tablets (90),11.98,,https://m.media-amazon.com/images/I/41Ztgu+ndpL._AC_UL320_.jpg,Major Allergy Tablets,,,,Allergy,,7,3,49%,0%,0%,0%,51%,No,,,15-Oct-11,Major Pharmaceuticals,B005W4N77W,,Active Ingredient: Loratadine 10 mg.,alg
513,https://www.amazon.com/Major-Pharmaceuticals-Banophen-Antihistamine-Benadryl/dp/B072ZFV15V/ref=sr_1_463?c=ts&keywords=Allergy+Medicine&qid=1699384907&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-463&ts_id=3760991,,"Major Pharmaceuticals 006841 Banophen Antihistamine Capsule, Compare to Benadryl, 50 mg, Pink (Pack of 1000)",23.99,,https://m.media-amazon.com/images/I/61Lcf6FxQ1L._AC_UL320_.jpg,,,,,,,764,4.8,87%,8%,2%,1%,1%,No,,6841,20-Jun-17,Major Pharmaceuticals,B072ZFV15V,,,alg
514,https://www.amazon.com/Flonase-Allergy-Relief-Nasal-Sprays/dp/B07J1JXV2Y/ref=sr_1_589?c=ts&keywords=Allergy+Medicine&qid=1699385508&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-589&ts_id=3760991,FSA or HSA eligible,"Flonase Allergy Relief Nasal Spray, 432 Sprays",52.98,1.86 Fl Oz (Pack of 1),https://m.media-amazon.com/images/I/61fj4jdLoZL._AC_UL320_.jpg,Flonase,Fast-Acting,9 x 1.5 x 11 inches,Allergy Control,,10 Ounces,538,4.8,86%,10%,2%,1%,2%,,9 x 1.5 x 11 inches; 10 Ounces,,19-Apr-18,Flonase,B07J1JXV2Y,,,alg
515,https://www.amazon.com/SDA-LABORATORIES-Diphenhydramine-50mg-100ct/dp/B0CKRTK3GZ/ref=sr_1_500?c=ts&keywords=Allergy+Medicine&qid=1699385028&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-500&ts_id=3760991,,"SDA LABORATORIES Diphenhydramine, 50mg, 100ct",6.99,,https://m.media-amazon.com/images/I/81QShSYwX9L._AC_UL320_.jpg,SDA LABORATORIES,,1.34 x 1.5 x 3.14 inches,,,,0,,0%,0%,0%,0%,0%,,1.34 x 1.5 x 3.14 inches; 0.96 Ounces,,9-Oct-23,SDA LABORATORIES,B0CKRTK3GZ,,,alg
516,https://www.amazon.com/Major-All-Day-Allergy-Pack/dp/B01DFT03ZY/ref=sr_1_567?c=ts&keywords=Allergy+Medicine&qid=1699385383&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-567&ts_id=3760991,,Major All Day Allergy (3 Pack),24.86,100 Count (Pack of 3),https://m.media-amazon.com/images/I/61iTr6FFSVL._AC_UL320_.jpg,Major,,3 x 3.2 x 1.8 inches,,Allergy,,92,4.4,75%,8%,6%,0%,11%,No,3 x 3.2 x 1.8 inches; 4.02 Ounces,,25-Mar-16,Major Pharmaceuticals,B01DFT03ZY,,,alg
517,https://www.amazon.com/Remedies-Diphenhydramine-Antihistamine-Respiratory-Allergies/dp/B09WCK8DK8/ref=sr_1_587?c=ts&keywords=Allergy+Medicine&qid=1699385508&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-587&ts_id=3760991,,"RIGHT REMEDIES Allergy Relief Antihistamine, Diphenhydramine HCl 25mg, Generic Benadryl Ultratabs, Relieves Seasonal Indoor or Outdoor Upper Respiratory Allergies, 400 Count",8.99,400 Count (Pack of 1),https://m.media-amazon.com/images/I/81HkAyj9erL._AC_UL320_.jpg,RIGHT REMEDIES,Allergy Relief,,Allergy Control,"Allergy, Cough, Fever",,55,4.8,83%,14%,3%,0%,0%,,,,18-Apr-22,RIGHT REMEDIES,B09WCK8DK8,,,alg
518,https://www.amazon.com/Himalaya-Organic-Guduchi-Caplets-Support/dp/B000POXYQ8/ref=sr_1_485?c=ts&keywords=Allergy+Medicine&qid=1699384907&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-485&ts_id=3760991,,"Himalaya Organic Guduchi 60 Caplets for Immune & Sinus Support 700mg, 1 Month Supply",17.99,Adult,https://m.media-amazon.com/images/I/81KD0APeGcL._AC_UL320_.jpg,Himalaya,,,,,,321,4.4,73%,14%,6%,1%,7%,No,2.3 x 3.6 x 2.3 inches; 6.08 Ounces,6.05069E+11,29-May-04,The Himalaya Drug Company,B000POXYQ8,,"100% Kosher Vcaps, Microcrystalline cellulose, Colloidal silicon dioxide, Magnesium stearate, Dicalcium phosphate.",alg
519,https://www.amazon.com/Rugby-Diphenhydramine-Antihistamine-Allergy-Relief/dp/B08H76WFXN/ref=sr_1_581?c=ts&keywords=Allergy+Medicine&qid=1699385508&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-581&ts_id=3760991,,Rugby Diphenhydramine HCl 25 mg Antihistamine Allergy Relief - 100 Tablets,5.69,,https://m.media-amazon.com/images/I/51oqnYNuDPL._AC_UL320_.jpg,RUGBY LABORATORIES,,,"Relieves sneezing, runny nose, itchy throat and itchy watery eyes.",Allergy,,5,5,100%,0%,0%,0%,0%,,,,28-Jan-23,Rugby,B08H76WFXN,,Diphenhydramine HCl 25 mg - Antihistamine,alg
520,https://www.amazon.com/Remedies-Diphenhydramine-Antihistamine-Respiratory-Allergies/dp/B09YMLRJ27/ref=sr_1_482?c=ts&keywords=Allergy+Medicine&qid=1699384907&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-482&ts_id=3760991,,"RIGHT REMEDIES Allergy Relief Antihistamine, Diphenhydramine HCl 25mg, Generic Benadryl Ultratabs, Relieves Seasonal Indoor or Outdoor Upper Respiratory Allergies, 600 Count",9.45,600 Count (Pack of 1),https://m.media-amazon.com/images/I/81RNMjpW3XL._AC_UL320_.jpg,RIGHT REMEDIES,Allergy Relief,,Allergy Control,"Allergy, Cough, Fever",,57,4.5,80%,5%,9%,3%,3%,,,,22-Apr-22,RIGHT REMEDIES,B09YMLRJ27,,,alg
521,https://www.amazon.com/Pack-Nasal-Allergy-Pills-Tablets/dp/B00UZL3IL2/ref=sr_1_581?c=ts&keywords=Allergy+Medicine&qid=1699385383&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-581&ts_id=3760991,,"3 Pack! Pe Min Kan Wan, Nasal Allergy Pills, 3 x 100 Tablets",54.94,100 Count (Pack of 3),https://m.media-amazon.com/images/I/81Gipuj7y2L._AC_UL320_.jpg,,,,,,,39,4.8,87%,6%,7%,0%,0%,No,20 x 35 x 20 inches; 4.8 Ounces,,20-Mar-15,Mayway,B00UZL3IL2,,,alg
522,https://www.amazon.com/NOVEHA-Pre-moistened-Hypoallergenic-Cleansing-Discomfort/dp/B0BLZ42JX7/ref=sr_1_596?c=ts&keywords=Allergy+Medicine&qid=1699385508&rdc=1&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-596&ts_id=3760991,,"NOVEHA Allergy Relief Eyelid Wipes | Pre-moistened Hypoallergenic Eye Cleansing Pads, Reduce Itchiness, Redness & Discomfort Caused By Allergy, Clean, Soothe & Remove Debris, Pollen & Other Irritants",15.99,Wipes,https://m.media-amazon.com/images/I/61X-2du6UgL._AC_UL320_.jpg,NOVEHA,,,,,,333,4.6,76%,15%,5%,1%,2%,,,,10-Nov-22,NOVEHA,B0BLZ42JX7,,,alg
523,https://www.amazon.com/Benadryl-Ultratabs-Diphenhydramine-Antihistamine-Geri-Dryl/dp/B01MU03NSO/ref=sr_1_612?c=ts&keywords=Allergy+Medicine&qid=1699385621&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-612&ts_id=3760991,,Allergy Relief OTC for Benadryl Ultratabs Diphenhydramine HCL Antihistamine 25mg by Geri-Dryl OTC for Benadryl Ultratabs,6.99,,https://m.media-amazon.com/images/I/617sLaE-ywL._AC_UL320_.jpg,Geri-Dryl,,,Allergy Control,Allergy,,6,4.7,85%,0%,15%,0%,0%,,,,10-Oct-17,McKesson Brands,B01MU03NSO,,,alg
524,https://www.amazon.com/Zahler-AllergEase-Advanced-Discomfort-Supplement/dp/B00KCR8H4W/ref=sr_1_513?c=ts&keywords=Allergy+Medicine&qid=1699385140&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-513&ts_id=3760991,,"Zahler AllerBreez, Advanced Formula for Allergy Relief, Helps Reduce Seasonal Discomfort and Histamine Control Supplement, Supports Healthy Immunity, Certified Kosher, 90 Capsules",21.42,Capsule,https://m.media-amazon.com/images/I/51Zlojku8mL._AC_UL320_.jpg,Advanced Nutrition by Zahler,,5 x 2.6 x 2.6 inches,Allergy Relief,,0.12 Kilograms,51,4.2,66%,12%,6%,6%,10%,No,5 x 2.6 x 2.6 inches; 4.16 Ounces,,15-May-14,Advanced Nutrition by Zahler,B00KCR8H4W,,"Pantothenic Acid 1400mg, Vitamin C (as PureWay C) 750mg, Stinging Nettle 580mg, Quercetin 1650mg, MSM (Methyl Sulfonyl Methane) 750mg, Magnesium Stearate",alg
525,https://www.amazon.com/Benadryl-Ultratabs-Antihistamine-Diphenhydramine-Acetaminophen/dp/B0BLRJX9H8/ref=sr_1_564?c=ts&keywords=Allergy+Medicine&qid=1699385383&refinements=p_85%3A2470955011&rps=1&s=hpc&sr=1-564&ts_id=3760991,,"Benadryl Ultratabs Antihistamine Allergy Relief Tablets with 25 mg Diphenhydramine HCl, 100 ct and Tylenol Extra Strength Pain Reliever Rapid Release Gels with 500 mg Acetaminophen, 100 ct",23.10,200 Piece Assortment,https://m.media-amazon.com/images/I/81Vo4q6YI0L._AC_UL320_.jpg,Tylenol,Fast-Acting,,Allergy Control,Allergy,,12,4.8,80%,20%,0%,0%,0%,,,,7-Nov-22,Benadryl,B0BLRJX9H8,,,alg
